CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4809015,Rocky Mountain House,2004,New Temp. Residents,,0.00000
4809015,Rocky Mountain House,2005,New Temp. Residents,,0.00000
4809015,Rocky Mountain House,2006,New Temp. Residents,,0.00000
4809015,Rocky Mountain House,2007,New Temp. Residents,,0.00000
4809015,Rocky Mountain House,2008,New Temp. Residents,,5.00000
4809015,Rocky Mountain House,2009,New Temp. Residents,,0.00000
4809015,Rocky Mountain House,2010,New Temp. Residents,,0.00000
4809015,Rocky Mountain House,2011,New Temp. Residents,,0.00000
4809015,Rocky Mountain House,2012,New Temp. Residents,,5.00000
4809015,Rocky Mountain House,2013,New Temp. Residents,,25.00000
4802029,Vauxhall,2001,New Temp. Residents,,15.00000
4802029,Vauxhall,2002,New Temp. Residents,,15.00000
4802029,Vauxhall,2003,New Temp. Residents,,15.00000
4802029,Vauxhall,2004,New Temp. Residents,,20.00000
4802029,Vauxhall,2005,New Temp. Residents,,15.00000
4802029,Vauxhall,2006,New Temp. Residents,,15.00000
4802029,Vauxhall,2007,New Temp. Residents,,10.00000
4802029,Vauxhall,2008,New Temp. Residents,,10.00000
4802029,Vauxhall,2009,New Temp. Residents,,10.00000
4802029,Vauxhall,2010,New Temp. Residents,,5.00000
4802029,Vauxhall,2011,New Temp. Residents,,15.00000
4802029,Vauxhall,2012,New Temp. Residents,,15.00000
4802029,Vauxhall,2013,New Temp. Residents,,10.00000
4802029,Vauxhall,2014,New Temp. Residents,,10.00000
4802031,Newell County,2014,New Temp. Residents,,5.00000
4802031,Newell County,2001,New Temp. Residents,,0.00000
4802031,Newell County,2002,New Temp. Residents,,5.00000
4802031,Newell County,2003,New Temp. Residents,,0.00000
4802031,Newell County,2004,New Temp. Residents,,5.00000
4802031,Newell County,2005,New Temp. Residents,,10.00000
4802031,Newell County,2006,New Temp. Residents,,5.00000
4802031,Newell County,2007,New Temp. Residents,,0.00000
4802031,Newell County,2008,New Temp. Residents,,10.00000
4802031,Newell County,2009,New Temp. Residents,,10.00000
4802031,Newell County,2010,New Temp. Residents,,10.00000
4802031,Newell County,2011,New Temp. Residents,,10.00000
4802031,Newell County,2012,New Temp. Residents,,10.00000
4802031,Newell County,2013,New Temp. Residents,,10.00000
4802034,Brooks,2001,New Temp. Residents,,40.00000
4802034,Brooks,2002,New Temp. Residents,,35.00000
4802034,Brooks,2003,New Temp. Residents,,40.00000
4802034,Brooks,2004,New Temp. Residents,,45.00000
4802034,Brooks,2005,New Temp. Residents,,40.00000
4802034,Brooks,2006,New Temp. Residents,,60.00000
4802034,Brooks,2007,New Temp. Residents,,105.00000
4802034,Brooks,2008,New Temp. Residents,,265.00000
4802034,Brooks,2009,New Temp. Residents,,540.00000
4802034,Brooks,2010,New Temp. Residents,,530.00000
4802034,Brooks,2011,New Temp. Residents,,485.00000
4802034,Brooks,2012,New Temp. Residents,,660.00000
4802034,Brooks,2013,New Temp. Residents,,315.00000
4802034,Brooks,2014,New Temp. Residents,,295.00000
4808034,Alix,2014,New Temp. Residents,,0.00000
4808034,Alix,2001,New Temp. Residents,,0.00000
4808034,Alix,2002,New Temp. Residents,,0.00000
4808034,Alix,2003,New Temp. Residents,,0.00000
4808034,Alix,2004,New Temp. Residents,,0.00000
4808034,Alix,2005,New Temp. Residents,,0.00000
4808034,Alix,2006,New Temp. Residents,,0.00000
4808034,Alix,2007,New Temp. Residents,,0.00000
4808034,Alix,2008,New Temp. Residents,,0.00000
4808034,Alix,2009,New Temp. Residents,,0.00000
4808034,Alix,2010,New Temp. Residents,,0.00000
4808034,Alix,2011,New Temp. Residents,,0.00000
4808034,Alix,2012,New Temp. Residents,,0.00000
4808034,Alix,2013,New Temp. Residents,,0.00000
4812029,Smoky Lake,2001,New Temp. Residents,,0.00000
4812029,Smoky Lake,2002,New Temp. Residents,,0.00000
4812029,Smoky Lake,2003,New Temp. Residents,,5.00000
4812029,Smoky Lake,2004,New Temp. Residents,,0.00000
4812029,Smoky Lake,2005,New Temp. Residents,,0.00000
4812029,Smoky Lake,2006,New Temp. Residents,,0.00000
4812029,Smoky Lake,2007,New Temp. Residents,,0.00000
4812029,Smoky Lake,2008,New Temp. Residents,,0.00000
4812029,Smoky Lake,2009,New Temp. Residents,,0.00000
4812029,Smoky Lake,2010,New Temp. Residents,,5.00000
4812029,Smoky Lake,2011,New Temp. Residents,,10.00000
4812029,Smoky Lake,2012,New Temp. Residents,,20.00000
4812029,Smoky Lake,2013,New Temp. Residents,,10.00000
4812029,Smoky Lake,2014,New Temp. Residents,,10.00000
4812037,Lac la Biche County,2014,New Temp. Residents,,160.00000
4812037,Lac la Biche County,2001,New Temp. Residents,,10.00000
4812037,Lac la Biche County,2002,New Temp. Residents,,15.00000
4812037,Lac la Biche County,2003,New Temp. Residents,,10.00000
4812037,Lac la Biche County,2004,New Temp. Residents,,0.00000
4812037,Lac la Biche County,2005,New Temp. Residents,,0.00000
4812037,Lac la Biche County,2006,New Temp. Residents,,10.00000
4812037,Lac la Biche County,2007,New Temp. Residents,,15.00000
4812037,Lac la Biche County,2008,New Temp. Residents,,35.00000
4812037,Lac la Biche County,2009,New Temp. Residents,,105.00000
4812037,Lac la Biche County,2010,New Temp. Residents,,70.00000
4812037,Lac la Biche County,2011,New Temp. Residents,,115.00000
4812037,Lac la Biche County,2012,New Temp. Residents,,165.00000
4812037,Lac la Biche County,2013,New Temp. Residents,,175.00000
4808039,Ponoka,2001,New Temp. Residents,,20.00000
4808039,Ponoka,2002,New Temp. Residents,,25.00000
4808039,Ponoka,2003,New Temp. Residents,,10.00000
4808039,Ponoka,2004,New Temp. Residents,,25.00000
4808039,Ponoka,2005,New Temp. Residents,,20.00000
4808039,Ponoka,2006,New Temp. Residents,,25.00000
4808039,Ponoka,2007,New Temp. Residents,,20.00000
4808039,Ponoka,2008,New Temp. Residents,,40.00000
4808039,Ponoka,2009,New Temp. Residents,,70.00000
4808039,Ponoka,2010,New Temp. Residents,,85.00000
4808039,Ponoka,2011,New Temp. Residents,,85.00000
4808039,Ponoka,2012,New Temp. Residents,,85.00000
4808039,Ponoka,2013,New Temp. Residents,,95.00000
4808039,Ponoka,2014,New Temp. Residents,,90.00000
4808044,Rimbey,2014,New Temp. Residents,,20.00000
4808044,Rimbey,2001,New Temp. Residents,,0.00000
4808044,Rimbey,2002,New Temp. Residents,,0.00000
4808044,Rimbey,2003,New Temp. Residents,,5.00000
4808044,Rimbey,2004,New Temp. Residents,,0.00000
4808044,Rimbey,2005,New Temp. Residents,,5.00000
4808044,Rimbey,2006,New Temp. Residents,,10.00000
4808044,Rimbey,2007,New Temp. Residents,,5.00000
4808044,Rimbey,2008,New Temp. Residents,,10.00000
4808044,Rimbey,2009,New Temp. Residents,,10.00000
4808044,Rimbey,2010,New Temp. Residents,,5.00000
4808044,Rimbey,2011,New Temp. Residents,,15.00000
4808044,Rimbey,2012,New Temp. Residents,,20.00000
4808044,Rimbey,2013,New Temp. Residents,,20.00000
4802016,Barons,2001,New Temp. Residents,,0.00000
4802016,Barons,2002,New Temp. Residents,,0.00000
4802016,Barons,2003,New Temp. Residents,,0.00000
4802016,Barons,2004,New Temp. Residents,,0.00000
4802016,Barons,2005,New Temp. Residents,,0.00000
4802016,Barons,2006,New Temp. Residents,,0.00000
4802016,Barons,2007,New Temp. Residents,,0.00000
4802016,Barons,2008,New Temp. Residents,,0.00000
4802016,Barons,2009,New Temp. Residents,,0.00000
4802016,Barons,2010,New Temp. Residents,,0.00000
4802016,Barons,2011,New Temp. Residents,,0.00000
4802016,Barons,2012,New Temp. Residents,,0.00000
4802016,Barons,2013,New Temp. Residents,,0.00000
4802016,Barons,2014,New Temp. Residents,,0.00000
4802018,Picture Butte,2014,New Temp. Residents,,30.00000
4802018,Picture Butte,2001,New Temp. Residents,,0.00000
4802018,Picture Butte,2002,New Temp. Residents,,0.00000
4802018,Picture Butte,2003,New Temp. Residents,,0.00000
4802018,Picture Butte,2004,New Temp. Residents,,0.00000
4802018,Picture Butte,2005,New Temp. Residents,,0.00000
4802018,Picture Butte,2006,New Temp. Residents,,0.00000
4802018,Picture Butte,2007,New Temp. Residents,,0.00000
4802018,Picture Butte,2008,New Temp. Residents,,5.00000
4802018,Picture Butte,2009,New Temp. Residents,,10.00000
4802018,Picture Butte,2010,New Temp. Residents,,10.00000
4802018,Picture Butte,2011,New Temp. Residents,,15.00000
4802018,Picture Butte,2012,New Temp. Residents,,25.00000
4802018,Picture Butte,2013,New Temp. Residents,,50.00000
4802019,Coaldale,2001,New Temp. Residents,,15.00000
4802019,Coaldale,2002,New Temp. Residents,,15.00000
4802019,Coaldale,2003,New Temp. Residents,,25.00000
4802019,Coaldale,2004,New Temp. Residents,,10.00000
4802019,Coaldale,2005,New Temp. Residents,,15.00000
4802019,Coaldale,2006,New Temp. Residents,,15.00000
4802019,Coaldale,2007,New Temp. Residents,,20.00000
4802019,Coaldale,2008,New Temp. Residents,,25.00000
4802019,Coaldale,2009,New Temp. Residents,,25.00000
4802019,Coaldale,2010,New Temp. Residents,,35.00000
4802019,Coaldale,2011,New Temp. Residents,,20.00000
4802019,Coaldale,2012,New Temp. Residents,,25.00000
4802019,Coaldale,2013,New Temp. Residents,,25.00000
4802019,Coaldale,2014,New Temp. Residents,,25.00000
4802023,Barnwell,2014,New Temp. Residents,,0.00000
4802023,Barnwell,2001,New Temp. Residents,,0.00000
4802023,Barnwell,2002,New Temp. Residents,,0.00000
4802023,Barnwell,2003,New Temp. Residents,,0.00000
4802023,Barnwell,2004,New Temp. Residents,,0.00000
4802023,Barnwell,2005,New Temp. Residents,,0.00000
4802023,Barnwell,2006,New Temp. Residents,,0.00000
4802023,Barnwell,2007,New Temp. Residents,,0.00000
4802023,Barnwell,2008,New Temp. Residents,,0.00000
4802023,Barnwell,2009,New Temp. Residents,,0.00000
4802023,Barnwell,2010,New Temp. Residents,,0.00000
4802023,Barnwell,2011,New Temp. Residents,,0.00000
4802023,Barnwell,2012,New Temp. Residents,,0.00000
4802023,Barnwell,2013,New Temp. Residents,,0.00000
4809002,Clearwater County,2001,New Temp. Residents,,0.00000
4809002,Clearwater County,2002,New Temp. Residents,,0.00000
4809002,Clearwater County,2003,New Temp. Residents,,0.00000
4809002,Clearwater County,2004,New Temp. Residents,,0.00000
4809002,Clearwater County,2005,New Temp. Residents,,0.00000
4809002,Clearwater County,2006,New Temp. Residents,,0.00000
4809002,Clearwater County,2007,New Temp. Residents,,0.00000
4809002,Clearwater County,2008,New Temp. Residents,,0.00000
4809002,Clearwater County,2009,New Temp. Residents,,0.00000
4809002,Clearwater County,2010,New Temp. Residents,,10.00000
4809002,Clearwater County,2011,New Temp. Residents,,5.00000
4809002,Clearwater County,2012,New Temp. Residents,,10.00000
4809002,Clearwater County,2013,New Temp. Residents,,0.00000
4809002,Clearwater County,2014,New Temp. Residents,,10.00000
4809010,Caroline,2014,New Temp. Residents,,10.00000
4809010,Caroline,2001,New Temp. Residents,,20.00000
4809010,Caroline,2002,New Temp. Residents,,15.00000
4809010,Caroline,2003,New Temp. Residents,,5.00000
4809010,Caroline,2004,New Temp. Residents,,5.00000
4809010,Caroline,2005,New Temp. Residents,,0.00000
4809010,Caroline,2006,New Temp. Residents,,10.00000
4809010,Caroline,2007,New Temp. Residents,,10.00000
4809010,Caroline,2008,New Temp. Residents,,0.00000
4809010,Caroline,2009,New Temp. Residents,,0.00000
4809010,Caroline,2010,New Temp. Residents,,0.00000
4809010,Caroline,2011,New Temp. Residents,,0.00000
4809010,Caroline,2012,New Temp. Residents,,0.00000
4809010,Caroline,2013,New Temp. Residents,,15.00000
4810022,Viking,2001,New Temp. Residents,,0.00000
4810022,Viking,2002,New Temp. Residents,,0.00000
4810022,Viking,2003,New Temp. Residents,,0.00000
4810022,Viking,2004,New Temp. Residents,,0.00000
4810022,Viking,2005,New Temp. Residents,,10.00000
4810022,Viking,2006,New Temp. Residents,,5.00000
4810022,Viking,2007,New Temp. Residents,,0.00000
4810022,Viking,2008,New Temp. Residents,,5.00000
4810022,Viking,2009,New Temp. Residents,,10.00000
4810022,Viking,2010,New Temp. Residents,,5.00000
4810022,Viking,2011,New Temp. Residents,,5.00000
4810022,Viking,2012,New Temp. Residents,,5.00000
4810022,Viking,2013,New Temp. Residents,,5.00000
4810022,Viking,2014,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2014,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2001,New Temp. Residents,,10.00000
4810026,Minburn County No. 27,2002,New Temp. Residents,,10.00000
4810026,Minburn County No. 27,2003,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2004,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2005,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2006,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2007,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2008,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2009,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2010,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2011,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2012,New Temp. Residents,,0.00000
4810026,Minburn County No. 27,2013,New Temp. Residents,,0.00000
4810028,Vegreville,2001,New Temp. Residents,,15.00000
4810028,Vegreville,2002,New Temp. Residents,,10.00000
4810028,Vegreville,2003,New Temp. Residents,,5.00000
4810028,Vegreville,2004,New Temp. Residents,,10.00000
4810028,Vegreville,2005,New Temp. Residents,,0.00000
4810028,Vegreville,2006,New Temp. Residents,,10.00000
4810028,Vegreville,2007,New Temp. Residents,,15.00000
4810028,Vegreville,2008,New Temp. Residents,,40.00000
4810028,Vegreville,2009,New Temp. Residents,,30.00000
4810028,Vegreville,2010,New Temp. Residents,,40.00000
4810028,Vegreville,2011,New Temp. Residents,,50.00000
4810028,Vegreville,2012,New Temp. Residents,,70.00000
4810028,Vegreville,2013,New Temp. Residents,,65.00000
4810028,Vegreville,2014,New Temp. Residents,,80.00000
4813031,Westlock,2014,New Temp. Residents,,75.00000
4813031,Westlock,2001,New Temp. Residents,,5.00000
4813031,Westlock,2002,New Temp. Residents,,0.00000
4813031,Westlock,2003,New Temp. Residents,,0.00000
4813031,Westlock,2004,New Temp. Residents,,0.00000
4813031,Westlock,2005,New Temp. Residents,,10.00000
4813031,Westlock,2006,New Temp. Residents,,5.00000
4813031,Westlock,2007,New Temp. Residents,,20.00000
4813031,Westlock,2008,New Temp. Residents,,25.00000
4813031,Westlock,2009,New Temp. Residents,,40.00000
4813031,Westlock,2010,New Temp. Residents,,35.00000
4813031,Westlock,2011,New Temp. Residents,,55.00000
4813031,Westlock,2012,New Temp. Residents,,85.00000
4813031,Westlock,2013,New Temp. Residents,,95.00000
4813032,Clyde,2001,New Temp. Residents,,0.00000
4813032,Clyde,2002,New Temp. Residents,,0.00000
4813032,Clyde,2003,New Temp. Residents,,0.00000
4813032,Clyde,2004,New Temp. Residents,,0.00000
4813032,Clyde,2005,New Temp. Residents,,0.00000
4813032,Clyde,2006,New Temp. Residents,,0.00000
4813032,Clyde,2007,New Temp. Residents,,0.00000
4813032,Clyde,2008,New Temp. Residents,,15.00000
4813032,Clyde,2009,New Temp. Residents,,15.00000
4813032,Clyde,2010,New Temp. Residents,,10.00000
4813032,Clyde,2011,New Temp. Residents,,5.00000
4813032,Clyde,2012,New Temp. Residents,,15.00000
4813032,Clyde,2013,New Temp. Residents,,15.00000
4813032,Clyde,2014,New Temp. Residents,,15.00000
4813012,Alberta Beach,2014,New Temp. Residents,,0.00000
4813012,Alberta Beach,2001,New Temp. Residents,,0.00000
4813012,Alberta Beach,2002,New Temp. Residents,,0.00000
4813012,Alberta Beach,2003,New Temp. Residents,,0.00000
4813012,Alberta Beach,2004,New Temp. Residents,,0.00000
4813012,Alberta Beach,2005,New Temp. Residents,,0.00000
4813012,Alberta Beach,2006,New Temp. Residents,,0.00000
4813012,Alberta Beach,2007,New Temp. Residents,,0.00000
4813012,Alberta Beach,2008,New Temp. Residents,,0.00000
4813012,Alberta Beach,2009,New Temp. Residents,,0.00000
4813012,Alberta Beach,2010,New Temp. Residents,,0.00000
4813012,Alberta Beach,2011,New Temp. Residents,,0.00000
4813012,Alberta Beach,2012,New Temp. Residents,,0.00000
4813012,Alberta Beach,2013,New Temp. Residents,,0.00000
4813014,Onoway,2001,New Temp. Residents,,0.00000
4813014,Onoway,2002,New Temp. Residents,,0.00000
4813014,Onoway,2003,New Temp. Residents,,0.00000
4813014,Onoway,2004,New Temp. Residents,,0.00000
4813014,Onoway,2005,New Temp. Residents,,0.00000
4813014,Onoway,2006,New Temp. Residents,,0.00000
4813014,Onoway,2007,New Temp. Residents,,0.00000
4813014,Onoway,2008,New Temp. Residents,,0.00000
4813014,Onoway,2009,New Temp. Residents,,0.00000
4813014,Onoway,2010,New Temp. Residents,,10.00000
4813014,Onoway,2011,New Temp. Residents,,10.00000
4813014,Onoway,2012,New Temp. Residents,,15.00000
4813014,Onoway,2013,New Temp. Residents,,0.00000
4813014,Onoway,2014,New Temp. Residents,,5.00000
4813015,South View,2014,New Temp. Residents,,0.00000
4813015,South View,2001,New Temp. Residents,,0.00000
4813015,South View,2002,New Temp. Residents,,0.00000
4813015,South View,2003,New Temp. Residents,,0.00000
4813015,South View,2004,New Temp. Residents,,0.00000
4813015,South View,2005,New Temp. Residents,,0.00000
4813015,South View,2006,New Temp. Residents,,0.00000
4813015,South View,2007,New Temp. Residents,,0.00000
4813015,South View,2008,New Temp. Residents,,0.00000
4813015,South View,2009,New Temp. Residents,,0.00000
4813015,South View,2010,New Temp. Residents,,0.00000
4813015,South View,2011,New Temp. Residents,,0.00000
4813015,South View,2012,New Temp. Residents,,0.00000
4813015,South View,2013,New Temp. Residents,,0.00000
4813030,Whitecourt,2001,New Temp. Residents,,30.00000
4813030,Whitecourt,2002,New Temp. Residents,,30.00000
4813030,Whitecourt,2003,New Temp. Residents,,45.00000
4813030,Whitecourt,2004,New Temp. Residents,,25.00000
4813030,Whitecourt,2005,New Temp. Residents,,45.00000
4813030,Whitecourt,2006,New Temp. Residents,,20.00000
4813030,Whitecourt,2007,New Temp. Residents,,55.00000
4813030,Whitecourt,2008,New Temp. Residents,,100.00000
4813030,Whitecourt,2009,New Temp. Residents,,120.00000
4813030,Whitecourt,2010,New Temp. Residents,,110.00000
4813030,Whitecourt,2011,New Temp. Residents,,120.00000
4813030,Whitecourt,2012,New Temp. Residents,,150.00000
4813030,Whitecourt,2013,New Temp. Residents,,190.00000
4813030,Whitecourt,2014,New Temp. Residents,,210.00000
4810002,Bashaw,2014,New Temp. Residents,,0.00000
4810002,Bashaw,2001,New Temp. Residents,,0.00000
4810002,Bashaw,2002,New Temp. Residents,,0.00000
4810002,Bashaw,2003,New Temp. Residents,,0.00000
4810002,Bashaw,2004,New Temp. Residents,,0.00000
4810002,Bashaw,2005,New Temp. Residents,,0.00000
4810002,Bashaw,2006,New Temp. Residents,,0.00000
4810002,Bashaw,2007,New Temp. Residents,,0.00000
4810002,Bashaw,2008,New Temp. Residents,,0.00000
4810002,Bashaw,2009,New Temp. Residents,,0.00000
4810002,Bashaw,2010,New Temp. Residents,,0.00000
4810002,Bashaw,2011,New Temp. Residents,,5.00000
4810002,Bashaw,2012,New Temp. Residents,,0.00000
4810002,Bashaw,2013,New Temp. Residents,,0.00000
4810003,Rosalind,2001,New Temp. Residents,,0.00000
4810003,Rosalind,2002,New Temp. Residents,,0.00000
4810003,Rosalind,2003,New Temp. Residents,,0.00000
4810003,Rosalind,2004,New Temp. Residents,,0.00000
4810003,Rosalind,2005,New Temp. Residents,,0.00000
4810003,Rosalind,2006,New Temp. Residents,,0.00000
4810003,Rosalind,2007,New Temp. Residents,,0.00000
4810003,Rosalind,2008,New Temp. Residents,,0.00000
4810003,Rosalind,2009,New Temp. Residents,,0.00000
4810003,Rosalind,2010,New Temp. Residents,,0.00000
4810003,Rosalind,2011,New Temp. Residents,,0.00000
4810003,Rosalind,2012,New Temp. Residents,,0.00000
4810003,Rosalind,2013,New Temp. Residents,,0.00000
4810003,Rosalind,2014,New Temp. Residents,,0.00000
4806019,Cochrane,2014,New Temp. Residents,,180.00000
4806019,Cochrane,2001,New Temp. Residents,,75.00000
4806019,Cochrane,2002,New Temp. Residents,,15.00000
4806019,Cochrane,2003,New Temp. Residents,,65.00000
4806019,Cochrane,2004,New Temp. Residents,,35.00000
4806019,Cochrane,2005,New Temp. Residents,,60.00000
4806019,Cochrane,2006,New Temp. Residents,,55.00000
4806019,Cochrane,2007,New Temp. Residents,,50.00000
4806019,Cochrane,2008,New Temp. Residents,,100.00000
4806019,Cochrane,2009,New Temp. Residents,,100.00000
4806019,Cochrane,2010,New Temp. Residents,,85.00000
4806019,Cochrane,2011,New Temp. Residents,,60.00000
4806019,Cochrane,2012,New Temp. Residents,,85.00000
4806019,Cochrane,2013,New Temp. Residents,,170.00000
4806021,Airdrie,2001,New Temp. Residents,,35.00000
4806021,Airdrie,2002,New Temp. Residents,,40.00000
4806021,Airdrie,2003,New Temp. Residents,,20.00000
4806021,Airdrie,2004,New Temp. Residents,,20.00000
4806021,Airdrie,2005,New Temp. Residents,,10.00000
4806021,Airdrie,2006,New Temp. Residents,,35.00000
4806021,Airdrie,2007,New Temp. Residents,,90.00000
4806021,Airdrie,2008,New Temp. Residents,,90.00000
4806021,Airdrie,2009,New Temp. Residents,,155.00000
4806021,Airdrie,2010,New Temp. Residents,,160.00000
4806021,Airdrie,2011,New Temp. Residents,,220.00000
4806021,Airdrie,2012,New Temp. Residents,,265.00000
4806021,Airdrie,2013,New Temp. Residents,,285.00000
4806021,Airdrie,2014,New Temp. Residents,,285.00000
4806022,Irricana,2014,New Temp. Residents,,0.00000
4806022,Irricana,2001,New Temp. Residents,,0.00000
4806022,Irricana,2002,New Temp. Residents,,0.00000
4806022,Irricana,2003,New Temp. Residents,,0.00000
4806022,Irricana,2004,New Temp. Residents,,0.00000
4806022,Irricana,2005,New Temp. Residents,,0.00000
4806022,Irricana,2006,New Temp. Residents,,0.00000
4806022,Irricana,2007,New Temp. Residents,,0.00000
4806022,Irricana,2008,New Temp. Residents,,0.00000
4806022,Irricana,2009,New Temp. Residents,,5.00000
4806022,Irricana,2010,New Temp. Residents,,0.00000
4806022,Irricana,2011,New Temp. Residents,,0.00000
4806022,Irricana,2012,New Temp. Residents,,0.00000
4806022,Irricana,2013,New Temp. Residents,,0.00000
4806024,Beiseker,2001,New Temp. Residents,,0.00000
4806024,Beiseker,2002,New Temp. Residents,,0.00000
4806024,Beiseker,2003,New Temp. Residents,,0.00000
4806024,Beiseker,2004,New Temp. Residents,,0.00000
4806024,Beiseker,2005,New Temp. Residents,,0.00000
4806024,Beiseker,2006,New Temp. Residents,,0.00000
4806024,Beiseker,2007,New Temp. Residents,,0.00000
4806024,Beiseker,2008,New Temp. Residents,,0.00000
4806024,Beiseker,2009,New Temp. Residents,,0.00000
4806024,Beiseker,2010,New Temp. Residents,,0.00000
4806024,Beiseker,2011,New Temp. Residents,,0.00000
4806024,Beiseker,2012,New Temp. Residents,,5.00000
4806024,Beiseker,2013,New Temp. Residents,,0.00000
4806024,Beiseker,2014,New Temp. Residents,,5.00000
4806026,Crossfield,2014,New Temp. Residents,,35.00000
4806026,Crossfield,2001,New Temp. Residents,,0.00000
4806026,Crossfield,2002,New Temp. Residents,,5.00000
4806026,Crossfield,2003,New Temp. Residents,,0.00000
4806026,Crossfield,2004,New Temp. Residents,,0.00000
4806026,Crossfield,2005,New Temp. Residents,,0.00000
4806026,Crossfield,2006,New Temp. Residents,,0.00000
4806026,Crossfield,2007,New Temp. Residents,,0.00000
4806026,Crossfield,2008,New Temp. Residents,,30.00000
4806026,Crossfield,2009,New Temp. Residents,,20.00000
4806026,Crossfield,2010,New Temp. Residents,,5.00000
4806026,Crossfield,2011,New Temp. Residents,,10.00000
4806026,Crossfield,2012,New Temp. Residents,,20.00000
4806026,Crossfield,2013,New Temp. Residents,,35.00000
4813028,Westlock County,2001,New Temp. Residents,,0.00000
4813028,Westlock County,2002,New Temp. Residents,,0.00000
4813028,Westlock County,2003,New Temp. Residents,,0.00000
4813028,Westlock County,2004,New Temp. Residents,,0.00000
4813028,Westlock County,2005,New Temp. Residents,,0.00000
4813028,Westlock County,2006,New Temp. Residents,,0.00000
4813028,Westlock County,2007,New Temp. Residents,,0.00000
4813028,Westlock County,2008,New Temp. Residents,,0.00000
4813028,Westlock County,2009,New Temp. Residents,,0.00000
4813028,Westlock County,2010,New Temp. Residents,,0.00000
4813028,Westlock County,2011,New Temp. Residents,,0.00000
4813028,Westlock County,2012,New Temp. Residents,,0.00000
4813028,Westlock County,2013,New Temp. Residents,,0.00000
4813028,Westlock County,2014,New Temp. Residents,,0.00000
4813029,Woodlands County,2014,New Temp. Residents,,0.00000
4813029,Woodlands County,2001,New Temp. Residents,,0.00000
4813029,Woodlands County,2002,New Temp. Residents,,0.00000
4813029,Woodlands County,2003,New Temp. Residents,,0.00000
4813029,Woodlands County,2004,New Temp. Residents,,0.00000
4813029,Woodlands County,2005,New Temp. Residents,,0.00000
4813029,Woodlands County,2006,New Temp. Residents,,0.00000
4813029,Woodlands County,2007,New Temp. Residents,,0.00000
4813029,Woodlands County,2008,New Temp. Residents,,0.00000
4813029,Woodlands County,2009,New Temp. Residents,,0.00000
4813029,Woodlands County,2010,New Temp. Residents,,0.00000
4813029,Woodlands County,2011,New Temp. Residents,,0.00000
4813029,Woodlands County,2012,New Temp. Residents,,0.00000
4813029,Woodlands County,2013,New Temp. Residents,,0.00000
4810018,Tofield,2001,New Temp. Residents,,5.00000
4810018,Tofield,2002,New Temp. Residents,,0.00000
4810018,Tofield,2003,New Temp. Residents,,0.00000
4810018,Tofield,2004,New Temp. Residents,,0.00000
4810018,Tofield,2005,New Temp. Residents,,0.00000
4810018,Tofield,2006,New Temp. Residents,,0.00000
4810018,Tofield,2007,New Temp. Residents,,0.00000
4810018,Tofield,2008,New Temp. Residents,,5.00000
4810018,Tofield,2009,New Temp. Residents,,20.00000
4810018,Tofield,2010,New Temp. Residents,,5.00000
4810018,Tofield,2011,New Temp. Residents,,40.00000
4810018,Tofield,2012,New Temp. Residents,,35.00000
4810018,Tofield,2013,New Temp. Residents,,45.00000
4810018,Tofield,2014,New Temp. Residents,,40.00000
4810019,Ryley,2014,New Temp. Residents,,5.00000
4810019,Ryley,2001,New Temp. Residents,,0.00000
4810019,Ryley,2002,New Temp. Residents,,0.00000
4810019,Ryley,2003,New Temp. Residents,,0.00000
4810019,Ryley,2004,New Temp. Residents,,0.00000
4810019,Ryley,2005,New Temp. Residents,,0.00000
4810019,Ryley,2006,New Temp. Residents,,0.00000
4810019,Ryley,2007,New Temp. Residents,,0.00000
4810019,Ryley,2008,New Temp. Residents,,0.00000
4810019,Ryley,2009,New Temp. Residents,,0.00000
4810019,Ryley,2010,New Temp. Residents,,0.00000
4810019,Ryley,2011,New Temp. Residents,,0.00000
4810019,Ryley,2012,New Temp. Residents,,0.00000
4810019,Ryley,2013,New Temp. Residents,,0.00000
4810021,Holden,2001,New Temp. Residents,,0.00000
4810021,Holden,2002,New Temp. Residents,,0.00000
4810021,Holden,2003,New Temp. Residents,,0.00000
4810021,Holden,2004,New Temp. Residents,,0.00000
4810021,Holden,2005,New Temp. Residents,,0.00000
4810021,Holden,2006,New Temp. Residents,,0.00000
4810021,Holden,2007,New Temp. Residents,,0.00000
4810021,Holden,2008,New Temp. Residents,,0.00000
4810021,Holden,2009,New Temp. Residents,,0.00000
4810021,Holden,2010,New Temp. Residents,,0.00000
4810021,Holden,2011,New Temp. Residents,,0.00000
4810021,Holden,2012,New Temp. Residents,,0.00000
